,games,gs,name,team,war,year,starter,height,weight,bmi,yoc
9063,18.0,0.0,LaTroy Hawkins,Brewers,0.0,2010.0,rp,77,220,26.085343228200372,16.0
9064,52.0,0.0,LaTroy Hawkins,Brewers,0.8,2011.0,rp,77,220,26.085343228200372,17.0
9065,48.0,0.0,LaTroy Hawkins,Angels,-0.2,2012.0,rp,77,220,26.085343228200372,18.0
9066,72.0,0.0,LaTroy Hawkins,Mets,1.0,2013.0,rp,77,220,26.085343228200372,19.0
9067,57.0,0.0,LaTroy Hawkins,Rockies,0.6,2014.0,rp,77,220,26.085343228200372,20.0
9068,42.0,0.0,LaTroy Hawkins,2 Teams,0.4,2015.0,rp,77,220,26.085343228200372,21.0
9069,24.0,0.0,LaTroy Hawkins,Rockies,0.1,2015.0,rp,77,220,26.085343228200372,21.0
9070,15.0,9.0,Wynn Hawkins,Indians,-0.2,1960.0,sp,75,195,24.370666666666665,1.0
9071,30.0,21.0,Wynn Hawkins,Indians,0.3,1961.0,sp,75,195,24.370666666666665,2.0
9072,3.0,0.0,Wynn Hawkins,Indians,-0.1,1962.0,rp,75,195,24.370666666666665,3.0
9073,30.0,0.0,Blake Hawksworth,Cardinals,0.1,2009.0,rp,75,195,24.370666666666665,1.0
9074,45.0,8.0,Blake Hawksworth,Cardinals,-0.6,2010.0,rp,75,195,24.370666666666665,2.0
9075,49.0,0.0,Blake Hawksworth,Dodgers,0.1,2011.0,rp,75,195,24.370666666666665,3.0
9076,4.0,0.0,Hal Haydel,Twins,-0.2,1970.0,rp,72,190,25.765817901234566,1.0
9077,31.0,0.0,Hal Haydel,Twins,0.1,1971.0,rp,72,190,25.765817901234566,2.0
9078,26.0,0.0,Ben Hayes,Reds,0.3,1982.0,rp,73,180,23.74554325389379,1.0
9079,60.0,0.0,Ben Hayes,Reds,-0.6,1983.0,rp,73,180,23.74554325389379,2.0
9080,6.0,0.0,Drew Hayes,Reds,-0.3,2016.0,rp,73,205,27.043535372490147,1.0
9081,10.0,3.0,Dirk Hayhurst,Padres,0.0,2008.0,rp,75,200,24.995555555555555,1.0
9082,15.0,0.0,Dirk Hayhurst,Blue Jays,0.1,2009.0,rp,75,200,24.995555555555555,2.0
9083,4.0,0.0,Heath Haynes,Expos,0.0,1994.0,rp,72,175,23.731674382716047,1.0
9084,4.0,3.0,Jimmy Haynes,Orioles,0.5,1995.0,sp,76,185,22.51644736842105,1.0
9085,26.0,11.0,Jimmy Haynes,Orioles,0.0,1996.0,rp,76,185,22.51644736842105,2.0
9086,13.0,13.0,Jimmy Haynes,Athletics,1.1,1997.0,sp,76,185,22.51644736842105,3.0
9087,33.0,33.0,Jimmy Haynes,Athletics,1.7,1998.0,sp,76,185,22.51644736842105,4.0
9088,30.0,25.0,Jimmy Haynes,Athletics,1.0,1999.0,sp,76,185,22.51644736842105,5.0
9089,33.0,33.0,Jimmy Haynes,Brewers,1.4,2000.0,sp,76,185,22.51644736842105,6.0
9090,31.0,29.0,Jimmy Haynes,Brewers,1.7,2001.0,sp,76,185,22.51644736842105,7.0
9091,34.0,34.0,Jimmy Haynes,Reds,2.1,2002.0,sp,76,185,22.51644736842105,8.0
9092,18.0,18.0,Jimmy Haynes,Reds,-0.2,2003.0,sp,76,185,22.51644736842105,9.0
9093,5.0,4.0,Jimmy Haynes,Reds,-0.1,2004.0,sp,76,185,22.51644736842105,10.0
9094,3.0,3.0,Ray Hayward,Padres,0.1,1986.0,sp,73,190,25.064740101332333,1.0
9095,4.0,0.0,Ray Hayward,Padres,-0.3,1987.0,rp,73,190,25.064740101332333,2.0
9096,12.0,12.0,Ray Hayward,Rangers,0.4,1988.0,sp,73,190,25.064740101332333,3.0
9097,14.0,0.0,Bill Haywood,Senators,-0.2,1968.0,rp,75,205,25.620444444444445,1.0
9098,3.0,0.0,Deunte Heath,White Sox,-0.1,2012.0,rp,76,240,29.210526315789473,1.0
9099,5.0,0.0,Deunte Heath,White Sox,-0.3,2013.0,rp,76,240,29.210526315789473,2.0
9100,6.0,3.0,Jeff Heathcock,Astros,0.4,1983.0,sp,76,205,24.950657894736842,1.0
9101,14.0,7.0,Jeff Heathcock,Astros,-0.3,1985.0,sp,76,205,24.950657894736842,3.0
9102,19.0,2.0,Jeff Heathcock,Astros,0.2,1987.0,rp,76,205,24.950657894736842,5.0
9103,17.0,1.0,Jeff Heathcock,Astros,-0.3,1988.0,rp,76,205,24.950657894736842,6.0
9104,1.0,0.0,Mike Heathcott,White Sox,0.1,1998.0,rp,75,180,22.496000000000002,1.0
9105,8.0,4.0,Neal Heaton,Indians,0.4,1982.0,sp,73,205,27.043535372490147,1.0
9106,39.0,16.0,Neal Heaton,Indians,2.4,1983.0,rp,73,205,27.043535372490147,2.0
9107,38.0,34.0,Neal Heaton,Indians,1.3,1984.0,sp,73,205,27.043535372490147,3.0
9108,36.0,33.0,Neal Heaton,Indians,2.0,1985.0,sp,73,205,27.043535372490147,4.0
9109,33.0,29.0,Neal Heaton,2 Teams,0.9,1986.0,sp,73,205,27.043535372490147,5.0
9110,12.0,12.0,Neal Heaton,Indians,0.3,1986.0,sp,73,205,27.043535372490147,5.0
9111,32.0,32.0,Neal Heaton,Expos,2.3,1987.0,sp,73,205,27.043535372490147,6.0
9112,32.0,11.0,Neal Heaton,Expos,-1.0,1988.0,rp,73,205,27.043535372490147,7.0
9113,42.0,18.0,Neal Heaton,Pirates,0.4,1989.0,rp,73,205,27.043535372490147,8.0
9114,30.0,24.0,Neal Heaton,Pirates,0.9,1990.0,sp,73,205,27.043535372490147,9.0
9115,42.0,1.0,Neal Heaton,Pirates,-0.1,1991.0,rp,73,205,27.043535372490147,10.0
9116,32.0,0.0,Neal Heaton,2 Teams,-0.3,1992.0,rp,73,205,27.043535372490147,11.0
9117,31.0,0.0,Neal Heaton,Royals,-0.3,1992.0,rp,73,205,27.043535372490147,11.0
9118,18.0,0.0,Neal Heaton,Yankees,-0.4,1993.0,rp,73,205,27.043535372490147,12.0
9119,42.0,0.0,Dave Heaverlo,Giants,0.2,1975.0,rp,73,210,27.70313379620942,1.0
9120,61.0,0.0,Dave Heaverlo,Giants,1.0,1976.0,rp,73,210,27.70313379620942,2.0
9121,56.0,0.0,Dave Heaverlo,Giants,0.4,1977.0,rp,73,210,27.70313379620942,3.0
9122,69.0,0.0,Dave Heaverlo,Athletics,0.8,1978.0,rp,73,210,27.70313379620942,4.0
9123,62.0,0.0,Dave Heaverlo,Athletics,-0.1,1979.0,rp,73,210,27.70313379620942,5.0
9124,60.0,0.0,Dave Heaverlo,Mariners,-0.1,1980.0,rp,73,210,27.70313379620942,6.0
9125,6.0,0.0,Dave Heaverlo,Athletics,0.0,1981.0,rp,73,210,27.70313379620942,7.0
9126,2.0,0.0,Bryan Hebson,Expos,-0.1,2003.0,rp,77,210,24.899645808736715,1.0
9127,6.0,0.0,Mike Hedlund,Indians,0.0,1965.0,rp,73,190,25.064740101332333,1.0
9128,3.0,0.0,Mike Hedlund,Indians,-0.1,1968.0,rp,73,190,25.064740101332333,4.0
9129,34.0,16.0,Mike Hedlund,Royals,2.3,1969.0,rp,73,190,25.064740101332333,5.0
9130,9.0,0.0,Mike Hedlund,Royals,-0.7,1970.0,rp,73,190,25.064740101332333,6.0
9131,32.0,30.0,Mike Hedlund,Royals,2.0,1971.0,sp,73,190,25.064740101332333,7.0
9132,29.0,16.0,Mike Hedlund,Royals,0.3,1972.0,sp,73,190,25.064740101332333,8.0
9133,14.0,11.0,Danny Heep,Dodgers,0.4,1988.0,sp,71,185,25.799444554651853,1.0
9134,36.0,49.0,Danny Heep,Red Sox,0.6,1989.0,sp,71,185,25.799444554651853,2.0
9135,3.0,8.0,Danny Heep,Red Sox,-0.5,1990.0,sp,71,185,25.799444554651853,3.0
9136,4.0,3.0,Danny Heep,Braves,0.1,1991.0,sp,71,185,25.799444554651853,4.0
9137,20.0,19.0,Bob Heffner,Red Sox,1.7,1963.0,sp,76,205,24.950657894736842,1.0
9138,55.0,10.0,Bob Heffner,Red Sox,1.8,1964.0,rp,76,205,24.950657894736842,2.0
9139,27.0,1.0,Bob Heffner,Red Sox,-0.1,1965.0,rp,76,205,24.950657894736842,3.0
9140,5.0,1.0,Bob Heffner,Indians,0.2,1966.0,rp,76,205,24.950657894736842,4.0
9141,7.0,0.0,Bob Heffner,Angels,-0.1,1968.0,rp,76,205,24.950657894736842,6.0
9142,3.0,0.0,Bronson Heflin,Phillies,0.0,1996.0,rp,75,195,24.370666666666665,1.0
9143,26.0,13.0,Jeremy Hefner,Mets,1.3,2012.0,sp,76,215,26.167763157894736,1.0
9144,24.0,23.0,Jeremy Hefner,Mets,0.7,2013.0,sp,76,215,26.167763157894736,2.0
9145,14.0,13.0,Aaron Heilman,Mets,-0.5,2003.0,sp,77,220,26.085343228200372,1.0
9146,5.0,5.0,Aaron Heilman,Mets,0.2,2004.0,sp,77,220,26.085343228200372,2.0
9147,53.0,7.0,Aaron Heilman,Mets,2.1,2005.0,rp,77,220,26.085343228200372,3.0
9148,74.0,0.0,Aaron Heilman,Mets,1.7,2006.0,rp,77,220,26.085343228200372,4.0
9149,81.0,0.0,Aaron Heilman,Mets,0.9,2007.0,rp,77,220,26.085343228200372,5.0
9150,78.0,0.0,Aaron Heilman,Mets,-0.3,2008.0,rp,77,220,26.085343228200372,6.0
9151,70.0,0.0,Aaron Heilman,Cubs,0.2,2009.0,rp,77,220,26.085343228200372,7.0
9152,70.0,0.0,Aaron Heilman,Diamondbacks,0.0,2010.0,rp,77,220,26.085343228200372,8.0
9153,32.0,0.0,Aaron Heilman,Diamondbacks,-0.3,2011.0,rp,77,220,26.085343228200372,9.0
9154,16.0,14.0,Gorman Heimueller,Athletics,0.7,1983.0,sp,76,195,23.73355263157895,1.0
9155,6.0,0.0,Gorman Heimueller,Athletics,-0.2,1984.0,rp,76,195,23.73355263157895,2.0
9156,21.0,0.0,Don Heinkel,Tigers,0.2,1988.0,rp,72,185,25.0877700617284,1.0
9157,7.0,5.0,Don Heinkel,Cardinals,0.3,1989.0,sp,72,185,25.0877700617284,2.0
9158,3.0,0.0,Roy Heiser,Senators,-0.3,1961.0,rp,76,190,23.125,1.0
9159,3.0,0.0,Rick Heiserman,Cardinals,-0.2,1999.0,rp,79,225,25.34449607434706,1.0
9160,10.0,0.0,Ben Heller,Yankees,-0.4,2016.0,rp,75,205,25.620444444444445,1.0
9161,9.0,0.0,Ben Heller,Yankees,0.2,2017.0,rp,75,205,25.620444444444445,2.0
9162,9.0,9.0,Rick Helling,Rangers,-0.3,1994.0,sp,75,255,31.86933333333333,1.0
9163,3.0,3.0,Rick Helling,Rangers,-0.1,1995.0,sp,75,255,31.86933333333333,2.0
9164,11.0,6.0,Rick Helling,2 Teams,0.4,1996.0,sp,75,255,31.86933333333333,3.0
9165,6.0,2.0,Rick Helling,Rangers,-0.3,1996.0,rp,75,255,31.86933333333333,3.0
9166,41.0,16.0,Rick Helling,2 Teams,0.3,1997.0,rp,75,255,31.86933333333333,4.0
9167,31.0,8.0,Rick Helling,Marlins,-0.8,1997.0,rp,75,255,31.86933333333333,4.0
9168,33.0,33.0,Rick Helling,Rangers,3.5,1998.0,sp,75,255,31.86933333333333,5.0
9169,35.0,35.0,Rick Helling,Rangers,1.3,1999.0,sp,75,255,31.86933333333333,6.0
9170,35.0,35.0,Rick Helling,Rangers,2.6,2000.0,sp,75,255,31.86933333333333,7.0
9171,34.0,34.0,Rick Helling,Rangers,2.1,2001.0,sp,75,255,31.86933333333333,8.0
9172,30.0,30.0,Rick Helling,Diamondbacks,1.5,2002.0,sp,75,255,31.86933333333333,9.0
9173,35.0,24.0,Rick Helling,2 Teams,0.4,2003.0,sp,75,255,31.86933333333333,10.0
9174,24.0,24.0,Rick Helling,Orioles,0.2,2003.0,sp,75,255,31.86933333333333,10.0
9175,15.0,7.0,Rick Helling,Brewers,1.4,2005.0,rp,75,255,31.86933333333333,12.0
9176,20.0,2.0,Rick Helling,Brewers,0.0,2006.0,rp,75,255,31.86933333333333,13.0
9177,8.0,7.0,Johnny Hellweg,Brewers,-0.6,2013.0,sp,81,205,21.96540161560738,1.0
9178,12.0,0.0,Russ Heman,2 Teams,0.0,1961.0,rp,76,200,24.342105263157897,1.0
9179,6.0,0.0,Russ Heman,Indians,0.0,1961.0,rp,76,200,24.342105263157897,1.0
9180,36.0,0.0,Jim Henderson,Brewers,0.9,2012.0,rp,77,220,26.085343228200372,1.0
9181,61.0,0.0,Jim Henderson,Brewers,0.5,2013.0,rp,77,220,26.085343228200372,2.0
9182,14.0,0.0,Jim Henderson,Brewers,-0.1,2014.0,rp,77,220,26.085343228200372,3.0
9183,44.0,0.0,Jim Henderson,Mets,-0.1,2016.0,rp,77,220,26.085343228200372,5.0
9184,5.0,3.0,Joe Henderson,White Sox,-0.1,1974.0,sp,74,195,25.033783783783786,1.0
9185,4.0,0.0,Joe Henderson,Reds,0.0,1976.0,rp,74,195,25.033783783783786,3.0
9186,7.0,0.0,Joe Henderson,Reds,-0.1,1977.0,rp,74,195,25.033783783783786,4.0
9187,3.0,2.0,Rod Henderson,Expos,-0.2,1994.0,sp,76,195,23.73355263157895,1.0
9188,2.0,0.0,Rod Henderson,Brewers,-0.1,1998.0,rp,76,195,23.73355263157895,5.0
9189,19.0,13.0,Bob Hendley,Braves,0.8,1961.0,sp,74,190,24.39189189189189,1.0
9190,35.0,29.0,Bob Hendley,Braves,2.8,1962.0,sp,74,190,24.39189189189189,2.0
9191,41.0,24.0,Bob Hendley,Braves,0.9,1963.0,sp,74,190,24.39189189189189,3.0
9192,30.0,29.0,Bob Hendley,Giants,1.0,1964.0,sp,74,190,24.39189189189189,4.0
9193,26.0,12.0,Bob Hendley,2 Teams,-0.9,1965.0,rp,74,190,24.39189189189189,5.0
9194,8.0,2.0,Bob Hendley,Giants,-0.9,1965.0,rp,74,190,24.39189189189189,5.0
9195,43.0,6.0,Bob Hendley,Cubs,0.4,1966.0,rp,74,190,24.39189189189189,6.0
9196,22.0,13.0,Bob Hendley,2 Teams,-0.8,1967.0,sp,74,190,24.39189189189189,7.0
9197,7.0,0.0,Bob Hendley,Cubs,-0.3,1967.0,rp,74,190,24.39189189189189,7.0
9198,10.0,9.0,Ben Hendrickson,Brewers,0.2,2004.0,sp,76,190,23.125,1.0
9199,4.0,3.0,Ben Hendrickson,Brewers,0.2,2006.0,sp,76,190,23.125,3.0
9200,16.0,4.0,Mark Hendrickson,Blue Jays,0.8,2002.0,rp,81,240,25.71559213534522,1.0
9201,30.0,30.0,Mark Hendrickson,Blue Jays,1.7,2003.0,sp,81,240,25.71559213534522,2.0
9202,32.0,30.0,Mark Hendrickson,Devil Rays,2.2,2004.0,sp,81,240,25.71559213534522,3.0
9203,31.0,31.0,Mark Hendrickson,Devil Rays,1.6,2005.0,sp,81,240,25.71559213534522,4.0
9204,31.0,25.0,Mark Hendrickson,2 Teams,2.1,2006.0,sp,81,240,25.71559213534522,5.0
9205,13.0,13.0,Mark Hendrickson,Devil Rays,1.1,2006.0,sp,81,240,25.71559213534522,5.0
9206,39.0,15.0,Mark Hendrickson,Dodgers,1.6,2007.0,rp,81,240,25.71559213534522,6.0
9207,36.0,19.0,Mark Hendrickson,Marlins,0.8,2008.0,sp,81,240,25.71559213534522,7.0
9208,53.0,11.0,Mark Hendrickson,Orioles,0.4,2009.0,rp,81,240,25.71559213534522,8.0
9209,52.0,1.0,Mark Hendrickson,Orioles,0.4,2010.0,rp,81,240,25.71559213534522,9.0
9210,8.0,0.0,Mark Hendrickson,Orioles,-0.1,2011.0,rp,81,240,25.71559213534522,10.0
9211,8.0,0.0,Tom Henke,Rangers,0.2,1982.0,rp,77,215,25.492494518468543,1.0
9212,8.0,0.0,Tom Henke,Rangers,0.3,1983.0,rp,77,215,25.492494518468543,2.0
9213,25.0,0.0,Tom Henke,Rangers,0.3,1984.0,rp,77,215,25.492494518468543,3.0
9214,28.0,0.0,Tom Henke,Blue Jays,1.1,1985.0,rp,77,215,25.492494518468543,4.0
9215,63.0,0.0,Tom Henke,Blue Jays,3.5,1986.0,rp,77,215,25.492494518468543,5.0
9216,72.0,0.0,Tom Henke,Blue Jays,3.3,1987.0,rp,77,215,25.492494518468543,6.0
9217,52.0,0.0,Tom Henke,Blue Jays,1.0,1988.0,rp,77,215,25.492494518468543,7.0
9218,64.0,0.0,Tom Henke,Blue Jays,3.5,1989.0,rp,77,215,25.492494518468543,8.0
9219,61.0,0.0,Tom Henke,Blue Jays,1.5,1990.0,rp,77,215,25.492494518468543,9.0
9220,49.0,0.0,Tom Henke,Blue Jays,1.7,1991.0,rp,77,215,25.492494518468543,10.0
9221,57.0,0.0,Tom Henke,Blue Jays,0.6,1992.0,rp,77,215,25.492494518468543,11.0
9222,66.0,0.0,Tom Henke,Rangers,1.6,1993.0,rp,77,215,25.492494518468543,12.0
9223,37.0,0.0,Tom Henke,Rangers,0.6,1994.0,rp,77,215,25.492494518468543,13.0
9224,52.0,0.0,Tom Henke,Cardinals,1.3,1995.0,rp,77,215,25.492494518468543,14.0
9225,3.0,3.0,Sean Henn,Yankees,-0.4,2005.0,sp,77,235,27.863889357395852,1.0
9226,4.0,1.0,Sean Henn,Yankees,-0.1,2006.0,rp,77,235,27.863889357395852,2.0
9227,29.0,1.0,Sean Henn,Yankees,-0.5,2007.0,rp,77,235,27.863889357395852,3.0
9228,4.0,0.0,Sean Henn,Padres,-0.1,2008.0,rp,77,235,27.863889357395852,4.0
9229,20.0,0.0,Sean Henn,2 Teams,-0.2,2009.0,rp,77,235,27.863889357395852,5.0
9230,14.0,0.0,Sean Henn,Twins,-0.2,2009.0,rp,77,235,27.863889357395852,5.0
9231,4.0,0.0,Sean Henn,Mets,-0.2,2013.0,rp,77,235,27.863889357395852,9.0
9232,55.0,0.0,Mike Henneman,Tigers,1.9,1987.0,rp,76,195,23.73355263157895,1.0
9233,65.0,0.0,Mike Henneman,Tigers,1.3,1988.0,rp,76,195,23.73355263157895,2.0
9234,60.0,0.0,Mike Henneman,Tigers,0.5,1989.0,rp,76,195,23.73355263157895,3.0
9235,69.0,0.0,Mike Henneman,Tigers,1.2,1990.0,rp,76,195,23.73355263157895,4.0
9236,60.0,0.0,Mike Henneman,Tigers,1.8,1991.0,rp,76,195,23.73355263157895,5.0
9237,60.0,0.0,Mike Henneman,Tigers,1.2,1992.0,rp,76,195,23.73355263157895,6.0
9238,63.0,0.0,Mike Henneman,Tigers,1.2,1993.0,rp,76,195,23.73355263157895,7.0
9239,30.0,0.0,Mike Henneman,Tigers,0.0,1994.0,rp,76,195,23.73355263157895,8.0
9240,50.0,0.0,Mike Henneman,2 Teams,1.7,1995.0,rp,76,195,23.73355263157895,9.0
9241,29.0,0.0,Mike Henneman,Tigers,1.3,1995.0,rp,76,195,23.73355263157895,9.0
9242,49.0,0.0,Mike Henneman,Rangers,0.4,1996.0,rp,76,195,23.73355263157895,10.0
9243,7.0,7.0,Brad Hennessey,Giants,0.6,2004.0,sp,74,185,23.75,1.0
9244,21.0,21.0,Brad Hennessey,Giants,0.3,2005.0,sp,74,185,23.75,2.0
9245,34.0,12.0,Brad Hennessey,Giants,-0.2,2006.0,rp,74,185,23.75,3.0
9246,69.0,0.0,Brad Hennessey,Giants,0.1,2007.0,rp,74,185,23.75,4.0
9247,17.0,4.0,Brad Hennessey,Giants,-0.2,2008.0,rp,74,185,23.75,5.0
9248,9.0,0.0,Phil Hennigan,Indians,0.4,1969.0,rp,72,185,25.0877700617284,1.0
9249,42.0,1.0,Phil Hennigan,Indians,-0.2,1970.0,rp,72,185,25.0877700617284,2.0
9250,57.0,0.0,Phil Hennigan,Indians,-0.9,1971.0,rp,72,185,25.0877700617284,3.0
9251,38.0,1.0,Phil Hennigan,Indians,0.1,1972.0,rp,72,185,25.0877700617284,4.0
9252,30.0,0.0,Phil Hennigan,Mets,-0.4,1973.0,rp,72,185,25.0877700617284,5.0
9253,6.0,2.0,Rick Henninger,Rangers,0.1,1973.0,rp,78,225,25.99852071005917,1.0
9254,3.0,1.0,Randy Hennis,Astros,0.1,1990.0,rp,78,220,25.42077580539119,1.0
9255,4.0,0.0,Oscar Henriquez,Astros,0.0,1997.0,rp,78,220,25.42077580539119,1.0
9256,15.0,0.0,Oscar Henriquez,Marlins,-0.2,1998.0,rp,78,220,25.42077580539119,2.0
9257,30.0,0.0,Oscar Henriquez,Tigers,-0.2,2002.0,rp,78,220,25.42077580539119,6.0
9258,35.0,0.0,Bill Henry,Giants,-0.2,1966.0,rp,75,195,24.370666666666665,1.0
9259,28.0,28.0,Butch Henry,Astros,1.4,1992.0,sp,73,205,27.043535372490147,1.0
9260,30.0,16.0,Butch Henry,2 Teams,0.3,1993.0,sp,73,205,27.043535372490147,2.0
9261,20.0,15.0,Butch Henry,Rockies,0.2,1993.0,sp,73,205,27.043535372490147,2.0
9262,24.0,15.0,Butch Henry,Expos,1.9,1994.0,sp,73,205,27.043535372490147,3.0
9263,21.0,21.0,Butch Henry,Expos,1.8,1995.0,sp,73,205,27.043535372490147,4.0
9264,36.0,5.0,Butch Henry,Red Sox,1.6,1997.0,rp,73,205,27.043535372490147,6.0
9265,2.0,2.0,Butch Henry,Red Sox,0.0,1998.0,sp,73,205,27.043535372490147,7.0
9266,7.0,4.0,Butch Henry,Mariners,0.5,1999.0,sp,73,205,27.043535372490147,8.0
9267,32.0,0.0,Doug Henry,Brewers,0.8,1991.0,rp,76,205,24.950657894736842,1.0
9268,68.0,0.0,Doug Henry,Brewers,0.6,1992.0,rp,76,205,24.950657894736842,2.0
9269,54.0,0.0,Doug Henry,Brewers,-0.2,1993.0,rp,76,205,24.950657894736842,3.0
9270,25.0,0.0,Doug Henry,Brewers,-0.7,1994.0,rp,76,205,24.950657894736842,4.0
9271,51.0,0.0,Doug Henry,Mets,0.5,1995.0,rp,76,205,24.950657894736842,5.0
9272,58.0,0.0,Doug Henry,Mets,0.1,1996.0,rp,76,205,24.950657894736842,6.0
9273,75.0,0.0,Doug Henry,Giants,0.5,1997.0,rp,76,205,24.950657894736842,7.0
9274,59.0,0.0,Doug Henry,Astros,-0.4,1998.0,rp,76,205,24.950657894736842,8.0
9275,35.0,0.0,Doug Henry,Astros,-0.6,1999.0,rp,76,205,24.950657894736842,9.0
9276,72.0,0.0,Doug Henry,2 Teams,-0.6,2000.0,rp,76,205,24.950657894736842,10.0
9277,45.0,0.0,Doug Henry,Astros,-0.3,2000.0,rp,76,205,24.950657894736842,10.0
9278,53.0,0.0,Doug Henry,Royals,-0.7,2001.0,rp,76,205,24.950657894736842,11.0
9279,3.0,0.0,Dwayne Henry,Rangers,-0.2,1984.0,rp,75,205,25.620444444444445,1.0
9280,16.0,0.0,Dwayne Henry,Rangers,0.8,1985.0,rp,75,205,25.620444444444445,2.0
9281,19.0,0.0,Dwayne Henry,Rangers,-0.1,1986.0,rp,75,205,25.620444444444445,3.0
9282,5.0,0.0,Dwayne Henry,Rangers,-0.2,1987.0,rp,75,205,25.620444444444445,4.0
9283,11.0,0.0,Dwayne Henry,Rangers,-0.2,1988.0,rp,75,205,25.620444444444445,5.0
9284,12.0,0.0,Dwayne Henry,Braves,0.1,1989.0,rp,75,205,25.620444444444445,6.0
9285,34.0,0.0,Dwayne Henry,Braves,0.0,1990.0,rp,75,205,25.620444444444445,7.0
9286,52.0,0.0,Dwayne Henry,Astros,-0.7,1991.0,rp,75,205,25.620444444444445,8.0
9287,60.0,0.0,Dwayne Henry,Reds,0.5,1992.0,rp,75,205,25.620444444444445,9.0
9288,34.0,1.0,Dwayne Henry,2 Teams,-0.3,1993.0,rp,75,205,25.620444444444445,10.0
9289,3.0,0.0,Dwayne Henry,Reds,0.0,1993.0,rp,75,205,25.620444444444445,10.0
9290,10.0,0.0,Dwayne Henry,Tigers,0.1,1995.0,rp,75,205,25.620444444444445,12.0
9291,11.0,0.0,Chuck Hensley,Giants,-0.2,1986.0,rp,75,190,23.745777777777775,1.0
9292,24.0,1.0,Clay Hensley,Padres,0.7,2005.0,rp,71,190,26.496726839912714,1.0
9293,37.0,29.0,Clay Hensley,Padres,2.5,2006.0,sp,71,190,26.496726839912714,2.0
9294,13.0,9.0,Clay Hensley,Padres,0.0,2007.0,sp,71,190,26.496726839912714,3.0
9295,32.0,1.0,Clay Hensley,Padres,0.0,2008.0,rp,71,190,26.496726839912714,4.0
9296,68.0,0.0,Clay Hensley,Marlins,1.3,2010.0,rp,71,190,26.496726839912714,6.0
9297,37.0,9.0,Clay Hensley,Marlins,-0.1,2011.0,rp,71,190,26.496726839912714,7.0
9298,60.0,0.0,Clay Hensley,Giants,-0.5,2012.0,rp,71,190,26.496726839912714,8.0
9299,16.0,0.0,Matt Hensley,Angels,0.1,2004.0,rp,74,220,28.243243243243246,1.0
9300,3.0,1.0,Pat Hentgen,Blue Jays,0.0,1991.0,rp,74,195,25.033783783783786,1.0
9301,28.0,2.0,Pat Hentgen,Blue Jays,-0.3,1992.0,rp,74,195,25.033783783783786,2.0
9302,34.0,32.0,Pat Hentgen,Blue Jays,2.2,1993.0,sp,74,195,25.033783783783786,3.0
9303,24.0,24.0,Pat Hentgen,Blue Jays,3.5,1994.0,sp,74,195,25.033783783783786,4.0
9304,30.0,30.0,Pat Hentgen,Blue Jays,2.5,1995.0,sp,74,195,25.033783783783786,5.0
9305,35.0,35.0,Pat Hentgen,Blue Jays,6.0,1996.0,sp,74,195,25.033783783783786,6.0
9306,35.0,35.0,Pat Hentgen,Blue Jays,3.8,1997.0,sp,74,195,25.033783783783786,7.0
9307,29.0,29.0,Pat Hentgen,Blue Jays,0.7,1998.0,sp,74,195,25.033783783783786,8.0
9308,34.0,34.0,Pat Hentgen,Blue Jays,1.9,1999.0,sp,74,195,25.033783783783786,9.0
9309,33.0,33.0,Pat Hentgen,Cardinals,2.2,2000.0,sp,74,195,25.033783783783786,10.0
9310,9.0,9.0,Pat Hentgen,Orioles,0.9,2001.0,sp,74,195,25.033783783783786,11.0
9311,4.0,4.0,Pat Hentgen,Orioles,-0.2,2002.0,sp,74,195,25.033783783783786,12.0
9312,28.0,22.0,Pat Hentgen,Orioles,1.1,2003.0,sp,74,195,25.033783783783786,13.0
9313,18.0,16.0,Pat Hentgen,Blue Jays,-0.5,2004.0,sp,74,195,25.033783783783786,14.0
9314,37.0,3.0,Bill Hepler,Mets,-0.7,1966.0,rp,72,160,21.69753086419753,1.0
9315,2.0,0.0,Ron Herbel,Giants,0.0,1963.0,rp,73,195,25.724338525051607,1.0
9316,40.0,22.0,Ron Herbel,Giants,2.2,1964.0,sp,73,195,25.724338525051607,2.0
9317,47.0,21.0,Ron Herbel,Giants,1.8,1965.0,rp,73,195,25.724338525051607,3.0
9318,32.0,18.0,Ron Herbel,Giants,0.4,1966.0,sp,73,195,25.724338525051607,4.0
9319,42.0,11.0,Ron Herbel,Giants,0.5,1967.0,rp,73,195,25.724338525051607,5.0
9320,28.0,2.0,Ron Herbel,Giants,-0.6,1968.0,rp,73,195,25.724338525051607,6.0
9321,39.0,4.0,Ron Herbel,Giants,0.3,1969.0,rp,73,195,25.724338525051607,7.0
9322,76.0,1.0,Ron Herbel,2 Teams,-0.6,1970.0,rp,73,195,25.724338525051607,8.0
9323,64.0,1.0,Ron Herbel,Padres,-0.8,1970.0,rp,73,195,25.724338525051607,8.0
9324,25.0,0.0,Ron Herbel,Braves,-0.5,1971.0,rp,73,195,25.724338525051607,9.0
9325,21.0,0.0,Felix Heredia,Marlins,0.0,1996.0,rp,72,160,21.69753086419753,1.0
9326,56.0,0.0,Felix Heredia,Marlins,0.4,1997.0,rp,72,160,21.69753086419753,2.0
9327,71.0,2.0,Felix Heredia,2 Teams,0.7,1998.0,rp,72,160,21.69753086419753,3.0
